Latitude,Longitude,point
47.38183, 15.09634, RPT816
47.38099, 15.09623, RPT817
47.38022, 15.09330, RPT818
47.37929, 15.09169, RPT819
47.37669, 15.09360, RPT820
47.36591, 15.09479, RPT821
47.36523, 15.09500, RPT822
47.36366, 15.09718, RPT823
47.35601, 15.08918, RPT824
47.35673, 15.08247, RPT825
47.35669, 15.07756, RPT826
47.35704, 15.07586, RPT827
47.35703, 15.07182, RPT828
47.35376, 15.06826, RPT829
47.35437, 15.06706, RPT830
47.35285, 15.06533, RPT831
47.35067, 15.05983, RPT832
47.35034, 15.06009, RPT833
47.34870, 15.05847, RPT834
47.33742, 15.04830, RPT835
47.33550, 15.04339, RPT836
47.33555, 15.03452, RPT837
47.33237, 15.03119, RPT838
47.33368, 15.01639, RPT839
47.33434, 15.01594, RPT840
47.33640, 15.01973, RPT841
47.33758, 15.01613, RPT842
47.33902, 15.01316, RPT843
47.33917, 15.01237, RPT844
47.33904, 15.00495, RPT845
47.33904, 15.00487, RPT846
47.33982, 14.99973, RPT847
47.33748, 14.99593, RPT848
47.33613, 14.99648, RPT849
47.32442, 14.97405, RPT850
47.30897, 14.96666, RPT851
47.30786, 14.96592, RPT852
47.27704, 14.92942, RPT853
47.25129, 14.89603, RPT854
47.24856, 14.89167, RPT855
47.22714, 14.85910, RPT856
47.22408, 14.85559, RPT857
47.22396, 14.85540, RPT858
47.21642, 14.84727, RPT859
47.21631, 14.84725, RPT860
47.21670, 14.84492, RPT861
47.21671, 14.84485, RPT862
47.21680, 14.84489, RPT863
47.21785, 14.84207, RPT864
47.21806, 14.84173, RPT865
47.21781, 14.84102, RPT866
47.21851, 14.83494, RPT867
47.21632, 14.83410, RPT868
47.21554, 14.83199, RPT869
47.21793, 14.80829, RPT870
47.21740, 14.80235, RPT871
47.21717, 14.79550, RPT872
47.21476, 14.78957, RPT873
47.21475, 14.78961, RPT874
47.21335, 14.78512, RPT875
47.21425, 14.77922, RPT876
47.21431, 14.77882, RPT877
47.21435, 14.77881, RPT878
47.21578, 14.75374, RPT879
47.21570, 14.75375, RPT880
47.21526, 14.75191, RPT881
47.21256, 14.72705, RPT882
47.20839, 14.67827, RPT883
47.20813, 14.67788, RPT884
47.20743, 14.67305, RPT885
47.20952, 14.62747, RPT886
47.21995, 14.58067, RPT887
47.21605, 14.57475, RPT888
47.21413, 14.57430, RPT889
47.21405, 14.57407, RPT890
47.21201, 14.57453, RPT891
47.21056, 14.55756, RPT892
47.21049, 14.55758, RPT893
47.21075, 14.53161, RPT894
47.21053, 14.51618, RPT895
47.21118, 14.50736, RPT896
47.21605, 14.48878, RPT897
47.21567, 14.46299, RPT898
47.21516, 14.46260, RPT899
47.21271, 14.46351, RPT900
47.20114, 14.44443, RPT901
47.18493, 14.42777, RPT902
47.17555, 14.42240, RPT903
47.15934, 14.40359, RPT904
47.15727, 14.40506, RPT905
47.15042, 14.40990, RPT906
47.14966, 14.41025, RPT907
47.14908, 14.40784, RPT908
47.14869, 14.40492, RPT909
47.14934, 14.40185, RPT910
47.14898, 14.39994, RPT911
47.13624, 14.37823, RPT912
47.13311, 14.36768, RPT913
47.13124, 14.36394, RPT914
47.13072, 14.36392, RPT915
47.12849, 14.36109, RPT916
47.12862, 14.36136, RPT917
47.12697, 14.36440, RPT918
47.10305, 14.37489, RPT919
47.08799, 14.38195, RPT920
47.08700, 14.39330, RPT921
47.08744, 14.39531, RPT922
47.07591, 14.41041, RPT923
47.07162, 14.42503, RPT924
47.07101, 14.42570, RPT925
47.07140, 14.42718, RPT926
47.07144, 14.42715, RPT927
47.07082, 14.42970, RPT928
47.07006, 14.42996, RPT929
47.06683, 14.43049, RPT930
47.06677, 14.43025, RPT931
47.05320, 14.43318, RPT932
47.04889, 14.43284, RPT933
47.04886, 14.43256, RPT934
47.04026, 14.42659, RPT935
47.03047, 14.41617, RPT936
47.01861, 14.41216, RPT937
47.01527, 14.40836, RPT938
47.01323, 14.40642, RPT939
47.01320, 14.40655, RPT940
46.98985, 14.38983, RPT941
46.98985, 14.38976, RPT942
46.98207, 14.39130, RPT943
46.98197, 14.39120, RPT944
46.98193, 14.39133, RPT945
46.97164, 14.39345, RPT946
46.97094, 14.39388, RPT947
46.95543, 14.40379, RPT948
46.95505, 14.40565, RPT949
46.95384, 14.40617, RPT950
46.95351, 14.40575, RPT951
46.95318, 14.40626, RPT952
46.94879, 14.40810, RPT953
46.94681, 14.41218, RPT954
46.94676, 14.41231, RPT955
46.91956, 14.42701, RPT956
46.91447, 14.42737, RPT957
46.90511, 14.43555, RPT958
46.90330, 14.43641, RPT959
46.90122, 14.43623, RPT960
46.89246, 14.43601, RPT961
46.89097, 14.43815, RPT962
46.89075, 14.43829, RPT963
46.88845, 14.43922, RPT964
46.88397, 14.44445, RPT965
46.85951, 14.44567, RPT966
46.83886, 14.44592, RPT967
46.82121, 14.43720, RPT968
46.82090, 14.43571, RPT969
46.81663, 14.43175, RPT970
46.80313, 14.41069, RPT971
46.80373, 14.40877, RPT972
46.79883, 14.39361, RPT973
46.79695, 14.39022, RPT974
46.78319, 14.37593, RPT975
46.77386, 14.36897, RPT976
46.77371, 14.36879, RPT977
46.76855, 14.36054, RPT978
46.76767, 14.36144, RPT979
46.76675, 14.35993, RPT980
46.76376, 14.35225, RPT981
46.76378, 14.35220, RPT982
46.75663, 14.34110, RPT983
46.75471, 14.33660, RPT984
46.75379, 14.33446, RPT985
46.75367, 14.33457, RPT986
46.75191, 14.33564, RPT987
46.75189, 14.33557, RPT988
46.74737, 14.33222, RPT989
46.73748, 14.32286, RPT990
46.73228, 14.30533, RPT991
46.73210, 14.30539, RPT992
46.72866, 14.28875, RPT993
46.72921, 14.28548, RPT994
46.72939, 14.28554, RPT995
46.72899, 14.25316, RPT996
46.72399, 14.23416, RPT997
46.71610, 14.21713, RPT998
46.71611, 14.21707, RPT999
46.71395, 14.21490, RPT1000
46.71546, 14.20843, RPT1001
46.72253, 14.19977, RPT1002
46.72227, 14.19883, RPT1003
46.72227, 14.19041, RPT1004
46.72728, 14.17077, RPT1005
46.73153, 14.16465, RPT1006
46.73077, 14.15056, RPT1007
46.73090, 14.15002, RPT1008
46.73074, 14.14960, RPT1009
46.72929, 14.14831, RPT1010
46.72784, 14.14477, RPT1011
46.72303, 14.13623, RPT1012
46.72240, 14.12977, RPT1013
46.72063, 14.11325, RPT1014
46.72015, 14.11001, RPT1015
46.71986, 14.10916, RPT1016
46.72011, 14.10784, RPT1017
46.72235, 14.10447, RPT1018
46.72206, 14.10387, RPT1019
46.72181, 14.10381, RPT1020
46.72226, 14.09648, RPT1021
46.72238, 14.09612, RPT1022
46.72224, 14.09601, RPT1023
46.72016, 14.09657, RPT1024
46.71985, 14.09366, RPT1025
46.71802, 14.08823, RPT1026
46.71645, 14.08660, RPT1027
46.71614, 14.08638, RPT1028
46.71575, 14.08668, RPT1029
46.71194, 14.08372, RPT1030
46.71189, 14.08378, RPT1031
46.68791, 14.03987, RPT1032
46.68818, 14.02736, RPT1033
46.68817, 14.02728, RPT1034
46.68671, 14.01822, RPT1035
46.68166, 13.99719, RPT1036
46.68127, 13.99640, RPT1037
46.67928, 13.99108, RPT1038
46.67543, 13.98487, RPT1039
46.66088, 13.97095, RPT1040
46.65960, 13.95140, RPT1041
46.65277, 13.93333, RPT1042
46.65239, 13.92757, RPT1043
46.65241, 13.92598, RPT1044
46.64997, 13.91103, RPT1045
46.64991, 13.90283, RPT1046
46.64945, 13.89898, RPT1047
46.64958, 13.89877, RPT1048
46.64693, 13.89100, RPT1049
46.64759, 13.89097, RPT1050
46.64763, 13.89081, RPT1051
46.64753, 13.89064, RPT1052
46.64241, 13.88672, RPT1053
46.64131, 13.88552, RPT1054
46.64032, 13.88572, RPT1055
46.64031, 13.88520, RPT1056
46.63629, 13.88190, RPT1057
46.63609, 13.88235, RPT1058
46.63251, 13.88021, RPT1059
46.62841, 13.87708, RPT1060
46.62688, 13.87715, RPT1061
46.62630, 13.87697, RPT1062
46.62402, 13.87696, RPT1063
46.62209, 13.87916, RPT1064
46.62225, 13.87948, RPT1065
46.61638, 13.88132, RPT1066
46.61595, 13.87988, RPT1067
46.61611, 13.88020, RPT1068
46.61618, 13.87960, RPT1069
46.61608, 13.87933, RPT1070
46.61611, 13.87895, RPT1071
46.61516, 13.87834, RPT1072
46.61496, 13.87867, RPT1073
46.60316, 13.87413, RPT1074
46.59795, 13.86577, RPT1075
46.59488, 13.86061, RPT1076
46.59358, 13.85646, RPT1077
46.59341, 13.85604, RPT1078
46.58427, 13.84515, RPT1079
46.58405, 13.84488, RPT1080
46.57371, 13.84346, RPT1081
46.56931, 13.81468, RPT1082
46.56937, 13.81368, RPT1083
46.56695, 13.80942, RPT1084
46.56336, 13.80265, RPT1085
46.56338, 13.80258, RPT1086
46.55600, 13.79199, RPT1087
46.55004, 13.76583, RPT1088
46.54757, 13.75531, RPT1089
46.54819, 13.73845, RPT1090
46.54807, 13.73812, RPT1091
46.54936, 13.71004, RPT1092
46.54931, 13.71002, RPT1093
46.55033, 13.69727, RPT1094
46.55020, 13.69553, RPT1095
46.55029, 13.69158, RPT1096
46.54648, 13.66017, RPT1097
46.54485, 13.65367, RPT1098
46.54474, 13.65361, RPT1099
46.54476, 13.65354, RPT1100
46.54248, 13.65067, RPT1101
46.54296, 13.65048, RPT1102
46.54257, 13.64782, RPT1103
46.54200, 13.64642, RPT1104
46.54154, 13.64538, RPT1105
46.53668, 13.64074, RPT1106
46.52212, 13.61678, RPT1107
46.52211, 13.61689, RPT1108
46.51579, 13.60693, RPT1109
46.51572, 13.60714, RPT1110
46.50949, 13.55534, RPT1111
46.50866, 13.53455, RPT1112
46.50835, 13.53411, RPT1113
46.50834, 13.53407, RPT1114
46.50880, 13.48127, RPT1115
46.50976, 13.47192, RPT1116
46.50946, 13.46816, RPT1117
46.50231, 13.43496, RPT1118
46.50021, 13.39973, RPT1119
46.50009, 13.39806, RPT1120
46.50251, 13.38151, RPT1121
46.50947, 13.32517, RPT1122
46.50936, 13.32335, RPT1123
46.50834, 13.31512, RPT1124
46.50807, 13.31231, RPT1125
46.49853, 13.29996, RPT1126
46.48015, 13.29732, RPT1127
46.47655, 13.29396, RPT1128
46.41008, 13.31148, RPT1129
46.40633, 13.29951, RPT1130
46.39773, 13.28131, RPT1131
46.39358, 13.22101, RPT1132
46.39834, 13.18083, RPT1133
46.39827, 13.18030, RPT1134
46.39996, 13.18582, RPT1135
46.39942, 13.18183, RPT1136
46.39934, 13.18180, RPT1137
46.39893, 13.18176, RPT1138
46.38278, 13.13511, RPT1139
46.38108, 13.13300, RPT1140
46.37729, 13.13656, RPT1141
46.37592, 13.13576, RPT1142
46.37556, 13.13550, RPT1143
46.36677, 13.13424, RPT1144
46.36665, 13.13451, RPT1145
46.36655, 13.13470, RPT1146
46.35611, 13.13848, RPT1147
46.35472, 13.13918, RPT1148
46.35086, 13.14080, RPT1149
46.34225, 13.13968, RPT1150
46.33633, 13.14137, RPT1151
46.33644, 13.14030, RPT1152
46.33529, 13.14011, RPT1153
46.33190, 13.13875, RPT1154
46.33159, 13.13965, RPT1155
46.32922, 13.13715, RPT1156
46.32891, 13.13424, RPT1157
46.32928, 13.13239, RPT1158
46.32091, 13.13036, RPT1159
46.29942, 13.12095, RPT1160
46.29905, 13.12035, RPT1161
46.29766, 13.11941, RPT1162
46.29597, 13.11992, RPT1163
46.29304, 13.12131, RPT1164
46.29245, 13.12123, RPT1165
46.29052, 13.11461, RPT1166
46.28686, 13.11210, RPT1167
46.28716, 13.10760, RPT1168
46.28610, 13.10752, RPT1169
46.28616, 13.10204, RPT1170
46.28634, 13.10136, RPT1171
46.28257, 13.09904, RPT1172
46.28220, 13.09798, RPT1173
46.28164, 13.09662, RPT1174
46.28134, 13.09589, RPT1175
46.28135, 13.09547, RPT1176
46.28365, 13.09190, RPT1177
46.28375, 13.09182, RPT1178
46.28129, 13.08226, RPT1179
46.28122, 13.08190, RPT1180
46.28085, 13.08179, RPT1181
46.27903, 13.07996, RPT1182
46.27934, 13.07502, RPT1183
46.27965, 13.07487, RPT1184
46.27551, 13.05992, RPT1185
46.27573, 13.05910, RPT1186
46.26065, 13.04043, RPT1187
46.25843, 13.03897, RPT1188
46.25833, 13.03884, RPT1189
46.25563, 13.03818, RPT1190
46.22351, 13.00882, RPT1191
46.22329, 13.00868, RPT1192
46.21407, 12.99139, RPT1193
46.20853, 12.97267, RPT1194
46.20777, 12.97130, RPT1195
46.20505, 12.96259, RPT1196
46.20636, 12.96083, RPT1197
46.21146, 12.95641, RPT1198
46.21155, 12.95559, RPT1199
46.20793, 12.95213, RPT1200
46.19985, 12.95725, RPT1201
46.19398, 12.95518, RPT1202
46.19239, 12.95391, RPT1203
46.19127, 12.95267, RPT1204
46.19114, 12.95096, RPT1205
46.18470, 12.94868, RPT1206
46.18217, 12.95137, RPT1207
46.17907, 12.94911, RPT1208
46.17789, 12.94562, RPT1209
46.17545, 12.94286, RPT1210
46.17548, 12.94164, RPT1211
46.17586, 12.93765, RPT1212
46.17517, 12.93517, RPT1213
46.17545, 12.93444, RPT1214
46.17704, 12.92724, RPT1215
46.16954, 12.92542, RPT1216
46.16997, 12.92054, RPT1217
46.16896, 12.92064, RPT1218
46.16857, 12.91740, RPT1219
46.16883, 12.91711, RPT1220
46.16468, 12.91417, RPT1221
46.14356, 12.90518, RPT1222
46.14190, 12.90661, RPT1223
46.14122, 12.90620, RPT1224
46.14044, 12.90743, RPT1225
46.13966, 12.90791, RPT1226
46.11702, 12.90195, RPT1227
46.11707, 12.90106, RPT1228
46.11280, 12.90121, RPT1229
46.11284, 12.90144, RPT1230
46.11280, 12.90146, RPT1231
46.11283, 12.90193, RPT1232
46.11209, 12.90192, RPT1233
46.11134, 12.90192, RPT1234
46.11133, 12.89914, RPT1235
46.11130, 12.89869, RPT1236
46.11134, 12.89756, RPT1237
46.10994, 12.89790, RPT1238
46.10605, 12.89380, RPT1239
46.10567, 12.89328, RPT1240
46.09496, 12.88359, RPT1241
46.09027, 12.87637, RPT1242
46.08935, 12.87161, RPT1243
46.08664, 12.87132, RPT1244
46.08568, 12.86972, RPT1245
46.08454, 12.87089, RPT1246
46.08431, 12.87395, RPT1247
46.08201, 12.87574, RPT1248
46.06903, 12.88777, RPT1249
46.06761, 12.89294, RPT1250
46.06731, 12.89293, RPT1251
46.05941, 12.89526, RPT1252
46.05694, 12.89511, RPT1253
46.05461, 12.89696, RPT1254
46.04767, 12.89403, RPT1255
46.04724, 12.89450, RPT1256
46.04682, 12.89438, RPT1257
46.04105, 12.89332, RPT1258
46.03986, 12.89269, RPT1259
46.03404, 12.88941, RPT1260
46.03408, 12.88895, RPT1261
46.03307, 12.88815, RPT1262
46.01988, 12.87679, RPT1263
46.02081, 12.87379, RPT1264
46.01419, 12.86678, RPT1265
46.01403, 12.86669, RPT1266
46.01374, 12.86661, RPT1267
46.01375, 12.86653, RPT1268
46.00457, 12.86042, RPT1269
45.99867, 12.85660, RPT1270
45.99850, 12.85631, RPT1271
45.99847, 12.85639, RPT1272
45.99515, 12.85153, RPT1273
45.98042, 12.82997, RPT1274
45.97891, 12.82746, RPT1275
45.96902, 12.81194, RPT1276
45.97232, 12.80448, RPT1277
45.97117, 12.80306, RPT1278
45.95308, 12.78847, RPT1279
45.94676, 12.77104, RPT1280
45.94418, 12.76004, RPT1281
45.94423, 12.75999, RPT1282
45.94119, 12.75398, RPT1283
45.94198, 12.75327, RPT1284
45.93050, 12.73484, RPT1285
45.93056, 12.73262, RPT1286
45.92902, 12.73082, RPT1287
45.92930, 12.73037, RPT1288
45.92851, 12.72991, RPT1289
45.92768, 12.72681, RPT1290
45.92802, 12.72659, RPT1291
45.92963, 12.72568, RPT1292
45.92935, 12.72494, RPT1293
45.93366, 12.72126, RPT1294
45.93624, 12.70373, RPT1295
45.93603, 12.70333, RPT1296
45.93578, 12.70296, RPT1297
45.93563, 12.70291, RPT1298
45.91638, 12.66048, RPT1299
45.91619, 12.66064, RPT1300
45.91552, 12.65643, RPT1301
45.91590, 12.65355, RPT1302
45.91500, 12.65032, RPT1303
45.91497, 12.65035, RPT1304
45.90325, 12.63628, RPT1305
45.90295, 12.63651, RPT1306
45.90097, 12.63018, RPT1307
45.89067, 12.62128, RPT1308
45.89021, 12.62136, RPT1309
45.88912, 12.61995, RPT1310
45.88500, 12.61714, RPT1311
45.88438, 12.61656, RPT1312
45.88410, 12.61077, RPT1313
45.88092, 12.60742, RPT1314
45.88095, 12.60737, RPT1315
45.87800, 12.60882, RPT1316
45.87801, 12.60889, RPT1317
45.87494, 12.60970, RPT1318
45.87476, 12.60971, RPT1319
45.87229, 12.61003, RPT1320
45.87130, 12.61000, RPT1321
45.82490, 12.56175, RPT1322
45.81782, 12.55543, RPT1323
45.79310, 12.54575, RPT1324
45.79168, 12.54365, RPT1325
45.78910, 12.53931, RPT1326
45.78976, 12.53327, RPT1327
45.79099, 12.53003, RPT1328
45.78745, 12.50385, RPT1329
45.78516, 12.50082, RPT1330
45.78498, 12.50058, RPT1331
45.78506, 12.50041, RPT1332
45.78513, 12.50036, RPT1333
45.78440, 12.49630, RPT1334
45.78407, 12.49559, RPT1335
45.78335, 12.49404, RPT1336
45.78390, 12.49370, RPT1337
45.78359, 12.49276, RPT1338
45.78281, 12.49170, RPT1339
45.78253, 12.49212, RPT1340
45.78195, 12.49099, RPT1341
45.78193, 12.49097, RPT1342
45.77983, 12.49045, RPT1343
45.77954, 12.49145, RPT1344
45.77575, 12.48975, RPT1345
45.77577, 12.48964, RPT1346
45.77244, 12.48860, RPT1347
45.77243, 12.48882, RPT1348
45.76671, 12.48716, RPT1349
45.76521, 12.48748, RPT1350
45.76074, 12.48464, RPT1351
45.76156, 12.48474, RPT1352
45.76071, 12.48402, RPT1353
45.75572, 12.48179, RPT1354
45.75568, 12.48190, RPT1355
45.73309, 12.47401, RPT1356
45.72818, 12.47310, RPT1357
45.72248, 12.47032, RPT1358
45.72244, 12.47041, RPT1359
45.72170, 12.46990, RPT1360
45.71509, 12.46168, RPT1361
45.71497, 12.46153, RPT1362
45.71488, 12.46089, RPT1363
45.71415, 12.45812, RPT1364
45.70667, 12.44473, RPT1365
45.70157, 12.43014, RPT1366
45.70150, 12.43016, RPT1367
45.70121, 12.42936, RPT1368
45.70128, 12.42934, RPT1369
45.69837, 12.42110, RPT1370
45.68582, 12.38224, RPT1371
45.68578, 12.38226, RPT1372
45.68434, 12.37608, RPT1373
45.68439, 12.37605, RPT1374
45.67854, 12.34044, RPT1375
45.68448, 12.33473, RPT1376
45.68568, 12.32569, RPT1377
45.68936, 12.32143, RPT1378
45.68120, 12.29966, RPT1379
45.68125, 12.29907, RPT1380
45.68091, 12.29861, RPT1381
45.67766, 12.28830, RPT1382
45.67662, 12.27680, RPT1383
45.67688, 12.26267, RPT1384
45.67584, 12.26264, RPT1385
45.67226, 12.25408, RPT1386
45.67032, 12.25398, RPT1387
45.67032, 12.25098, RPT1388
45.67016, 12.25077, RPT1389
45.67003, 12.25076, RPT1390
45.66992, 12.25069, RPT1391
45.66988, 12.25069, RPT1392
45.66954, 12.25070, RPT1393
45.66927, 12.25071, RPT1394
45.66931, 12.24560, RPT1395
45.66820, 12.24494, RPT1396
45.66733, 12.24234, RPT1397
45.66705, 12.23538, RPT1398
45.66702, 12.23505, RPT1399
45.66700, 12.23485, RPT1400
45.66696, 12.23448, RPT1401
45.66696, 12.23434, RPT1402
45.66699, 12.23427, RPT1403
45.66624, 12.22751, RPT1404
45.66624, 12.22736, RPT1405
45.66616, 12.22738, RPT1406
45.66603, 12.22697, RPT1407
45.66402, 12.22504, RPT1408
45.66356, 12.22478, RPT1409
45.66316, 12.22471, RPT1410
45.66313, 12.22436, RPT1411
45.66316, 12.22419, RPT1412
45.66357, 12.22012, RPT1413
45.66398, 12.21615, RPT1414
45.66240, 12.20817, RPT1415
45.66232, 12.20790, RPT1416
45.66010, 12.20059, RPT1417
45.65999, 12.20022, RPT1418
45.65763, 12.19232, RPT1419
45.65761, 12.19226, RPT1420
45.64806, 12.16105, RPT1421
45.64872, 12.16069, RPT1422
45.64798, 12.15967, RPT1423
45.64777, 12.15935, RPT1424
45.64771, 12.15912, RPT1425
45.62913, 12.09620, RPT1426
45.62909, 12.09606, RPT1427
45.62900, 12.09553, RPT1428
45.62836, 12.09248, RPT1429
45.62814, 12.09256, RPT1430
45.62472, 12.08000, RPT1431
45.62275, 12.07288, RPT1432
45.62271, 12.07277, RPT1433
45.60713, 12.02058, RPT1434
45.60322, 12.00895, RPT1435
45.60319, 12.00885, RPT1436
45.59045, 11.96712, RPT1437
45.58785, 11.95791, RPT1438
45.58780, 11.95788, RPT1439
45.58804, 11.95564, RPT1440
45.58716, 11.95636, RPT1441
45.58496, 11.94902, RPT1442
45.58234, 11.94050, RPT1443
45.58223, 11.94014, RPT1444
45.58183, 11.93885, RPT1445
45.58000, 11.93921, RPT1446
45.56312, 11.93695, RPT1447
45.55512, 11.93332, RPT1448
45.55188, 11.93185, RPT1449
45.55173, 11.93215, RPT1450
45.55043, 11.93161, RPT1451
45.55026, 11.93251, RPT1452
45.54712, 11.93145, RPT1453
45.54640, 11.93492, RPT1454
45.54364, 11.93397, RPT1455
45.54274, 11.93703, RPT1456
45.53968, 11.93583, RPT1457
45.53896, 11.93969, RPT1458
45.53311, 11.93746, RPT1459
45.53312, 11.93740, RPT1460
45.52926, 11.93593, RPT1461
45.52925, 11.93597, RPT1462
45.51707, 11.93157, RPT1463
45.51824, 11.92510, RPT1464
45.51499, 11.92518, RPT1465
45.48194, 11.90916, RPT1466
45.48181, 11.90908, RPT1467
45.47230, 11.90549, RPT1468
45.46296, 11.90194, RPT1469
45.46297, 11.90187, RPT1470
45.46114, 11.90101, RPT1471
45.45411, 11.89833, RPT1472
45.45401, 11.89829, RPT1473
45.45360, 11.89811, RPT1474
45.45365, 11.89770, RPT1475
45.45360, 11.89768, RPT1476
45.45361, 11.89700, RPT1477
45.45135, 11.89693, RPT1478
45.44920, 11.89648, RPT1479
45.44917, 11.89660, RPT1480
45.44906, 11.89656, RPT1481
45.44897, 11.89559, RPT1482
45.44888, 11.89553, RPT1483
45.44715, 11.89406, RPT1484
45.44620, 11.89386, RPT1485
45.44606, 11.89386, RPT1486
45.44602, 11.89416, RPT1487
45.44589, 11.89450, RPT1488
45.44498, 11.89776, RPT1489
45.44490, 11.89771, RPT1490
45.44397, 11.89718, RPT1491
45.44387, 11.89708, RPT1492
45.44320, 11.89684, RPT1493
45.44254, 11.89732, RPT1494
45.44177, 11.89878, RPT1495
45.44043, 11.89813, RPT1496
45.43843, 11.89636, RPT1497
45.43804, 11.89730, RPT1498
45.43734, 11.89682, RPT1499
45.43648, 11.89814, RPT1500
45.43617, 11.89797, RPT1501
45.43514, 11.89756, RPT1502
45.43469, 11.89698, RPT1503
45.43302, 11.89587, RPT1504
45.43301, 11.89601, RPT1505
45.43292, 11.89598, RPT1506
45.43093, 11.89568, RPT1507
45.43061, 11.89569, RPT1508
45.42402, 11.89402, RPT1509
45.42411, 11.88751, RPT1510
45.42186, 11.88591, RPT1511
45.42200, 11.88532, RPT1512
45.41916, 11.88082, RPT1513
45.41949, 11.87881, RPT1514
45.41928, 11.87878, RPT1515
45.41897, 11.87875, RPT1516
45.41773, 11.87789, RPT1517
45.41691, 11.87710, RPT1518
45.41668, 11.87715, RPT1519
45.41282, 11.87386, RPT1520
45.41282, 11.87380, RPT1521
45.41282, 11.87380, RPT1522
45.40716, 11.87280, RPT1523
45.40693, 11.87430, RPT1524
45.40642, 11.87675, RPT1525
45.40340, 11.87561, RPT1526
45.40324, 11.87564, RPT1527
45.40045, 11.87580, RPT1528
45.39284, 11.87133, RPT1529
45.39292, 11.87077, RPT1530
45.39215, 11.87072, RPT1531
45.38918, 11.86979, RPT1532
45.38899, 11.86966, RPT1533
45.38715, 11.86685, RPT1534
45.38718, 11.86682, RPT1535
45.38746, 11.86640, RPT1536
45.38753, 11.86634, RPT1537
45.38762, 11.86601, RPT1538
45.38622, 11.86312, RPT1539
45.38569, 11.86336, RPT1540
45.38571, 11.86346, RPT1541
45.38555, 11.86349, RPT1542
45.38541, 11.86302, RPT1543
45.38466, 11.86212, RPT1544
45.37363, 11.84761, RPT1545
45.36514, 11.84168, RPT1546
45.35816, 11.83738, RPT1547
45.35321, 11.83397, RPT1548
45.31844, 11.80644, RPT1549
45.31560, 11.80390, RPT1550
45.30278, 11.79423, RPT1551
45.29702, 11.78994, RPT1552
45.29632, 11.78949, RPT1553
45.29216, 11.78639, RPT1554
45.29145, 11.78612, RPT1555
45.28690, 11.78358, RPT1556
45.27491, 11.77551, RPT1557
45.27220, 11.77350, RPT1558
45.27108, 11.77269, RPT1559
45.25026, 11.75476, RPT1560
45.24682, 11.75111, RPT1561
45.24660, 11.75133, RPT1562
45.24655, 11.75122, RPT1563
45.24616, 11.75285, RPT1564
45.24493, 11.75198, RPT1565
45.24101, 11.75147, RPT1566
45.23999, 11.75066, RPT1567
45.23959, 11.75308, RPT1568
45.23929, 11.75470, RPT1569
45.23929, 11.75540, RPT1570
45.23926, 11.75551, RPT1571
45.23911, 11.75618, RPT1572
45.23956, 11.76440, RPT1573
45.23778, 11.76481, RPT1574
45.23778, 11.76610, RPT1575
45.23774, 11.76609, RPT1576
45.23421, 11.76542, RPT1577
45.23425, 11.76570, RPT1578
45.22198, 11.77314, RPT1579
45.21097, 11.77818, RPT1580
45.21073, 11.77802, RPT1581
45.20788, 11.77932, RPT1582
45.19999, 11.78373, RPT1583
45.20008, 11.78349, RPT1584
45.19872, 11.78354, RPT1585
45.19845, 11.78496, RPT1586
45.19774, 11.78433, RPT1587
45.19631, 11.78806, RPT1588
45.19563, 11.78757, RPT1589
45.19531, 11.78836, RPT1590
45.19356, 11.79107, RPT1591
45.17416, 11.80711, RPT1592
45.15515, 11.80823, RPT1593
45.14815, 11.81985, RPT1594
45.13679, 11.82207, RPT1595
45.13514, 11.81134, RPT1596
45.12427, 11.81301, RPT1597
45.12379, 11.81198, RPT1598
45.12181, 11.80564, RPT1599
45.11921, 11.80351, RPT1600
45.11844, 11.80201, RPT1601
45.11714, 11.79828, RPT1602
45.10947, 11.78947, RPT1603
45.10913, 11.78720, RPT1604
45.10810, 11.78524, RPT1605
45.10659, 11.78375, RPT1606
45.10601, 11.78372, RPT1607
45.10595, 11.78363, RPT1608
45.10590, 11.78368, RPT1609
