Latitude,Longitude,point
45.10500, 11.78468, RPT1610
45.10495, 11.78475, RPT1611
45.10486, 11.78457, RPT1612
45.09819, 11.77545, RPT1613
45.09748, 11.77700, RPT1614
45.09740, 11.77692, RPT1615
45.08381, 11.78137, RPT1616
45.07686, 11.78268, RPT1617
45.07615, 11.78466, RPT1618
45.07606, 11.78494, RPT1619
45.07499, 11.78520, RPT1620
45.07489, 11.78520, RPT1621
45.07462, 11.78521, RPT1622
45.07462, 11.78530, RPT1623
45.07283, 11.78589, RPT1624
45.07133, 11.78760, RPT1625
45.07055, 11.78953, RPT1626
45.07072, 11.78979, RPT1627
45.07020, 11.79073, RPT1628
45.06948, 11.79190, RPT1629
45.06847, 11.79295, RPT1630
45.06467, 11.79556, RPT1631
45.06479, 11.79591, RPT1632
45.06188, 11.79829, RPT1633
45.05326, 11.79682, RPT1634
45.04795, 11.80589, RPT1635
45.04630, 11.80457, RPT1636
45.04471, 11.80674, RPT1637
45.04421, 11.80495, RPT1638
45.04080, 11.80075, RPT1639
45.03831, 11.80348, RPT1640
45.03422, 11.79939, RPT1641
45.03402, 11.79897, RPT1642
45.02734, 11.80830, RPT1643
45.01699, 11.80702, RPT1644
44.98426, 11.80336, RPT1645
44.98251, 11.80318, RPT1646
44.98071, 11.80296, RPT1647
44.97922, 11.80283, RPT1648
44.97780, 11.79959, RPT1649
44.96786, 11.77933, RPT1650
44.96662, 11.77592, RPT1651
44.96229, 11.76419, RPT1652
44.96190, 11.76302, RPT1653
44.96283, 11.75638, RPT1654
44.96340, 11.75604, RPT1655
44.95369, 11.75643, RPT1656
44.95252, 11.75927, RPT1657
44.95672, 11.75583, RPT1658
44.95673, 11.75580, RPT1659
44.95667, 11.75454, RPT1660
44.95545, 11.75002, RPT1661
44.95468, 11.74836, RPT1662
44.91898, 11.70325, RPT1663
44.91392, 11.69164, RPT1664
44.90586, 11.66162, RPT1665
44.90169, 11.65880, RPT1666
44.88750, 11.65002, RPT1667
44.88743, 11.65003, RPT1668
44.86828, 11.64998, RPT1669
44.86820, 11.64998, RPT1670
44.86018, 11.64559, RPT1671
44.85459, 11.63984, RPT1672
44.84963, 11.63304, RPT1673
44.85059, 11.62078, RPT1674
44.85051, 11.62077, RPT1675
44.85040, 11.62075, RPT1676
44.84981, 11.62044, RPT1677
44.84969, 11.62038, RPT1678
44.84946, 11.62068, RPT1679
44.84918, 11.62439, RPT1680
44.83827, 11.61973, RPT1681
44.83785, 11.62042, RPT1682
44.83555, 11.61915, RPT1683
44.83460, 11.61966, RPT1684
44.83300, 11.61821, RPT1685
44.83237, 11.61718, RPT1686
44.82876, 11.61296, RPT1687
44.82874, 11.61287, RPT1688
44.81878, 11.60368, RPT1689
44.81867, 11.60370, RPT1690
44.81743, 11.60225, RPT1691
44.81458, 11.59857, RPT1692
44.81462, 11.59850, RPT1693
44.81252, 11.59537, RPT1694
44.81247, 11.59542, RPT1695
44.81211, 11.59488, RPT1696
44.81215, 11.59483, RPT1697
44.80668, 11.58664, RPT1698
44.78792, 11.60963, RPT1699
44.78180, 11.59387, RPT1700
44.78186, 11.59382, RPT1701
44.77316, 11.57937, RPT1702
44.77288, 11.57834, RPT1703
44.77278, 11.57836, RPT1704
44.75522, 11.54854, RPT1705
44.74246, 11.56158, RPT1706
44.73166, 11.55421, RPT1707
44.72730, 11.54805, RPT1708
44.71851, 11.53471, RPT1709
44.71904, 11.53293, RPT1710
44.71895, 11.53293, RPT1711
44.71896, 11.53228, RPT1712
44.71919, 11.53210, RPT1713
44.71888, 11.53155, RPT1714
44.71809, 11.52974, RPT1715
44.71824, 11.52946, RPT1716
44.71819, 11.52923, RPT1717
44.71802, 11.52949, RPT1718
44.71731, 11.52848, RPT1719
44.71591, 11.52398, RPT1720
44.69697, 11.50085, RPT1721
44.69842, 11.47312, RPT1722
44.68985, 11.46491, RPT1723
44.68854, 11.46803, RPT1724
44.66340, 11.45729, RPT1725
44.66472, 11.45232, RPT1726
44.66492, 11.43973, RPT1727
44.66011, 11.43631, RPT1728
44.65371, 11.43230, RPT1729
44.65362, 11.43255, RPT1730
44.64763, 11.42891, RPT1731
44.64445, 11.42690, RPT1732
44.63634, 11.42208, RPT1733
44.63619, 11.42164, RPT1734
44.63593, 11.42146, RPT1735
44.63582, 11.42151, RPT1736
44.63573, 11.42155, RPT1737
44.63499, 11.42100, RPT1738
44.63506, 11.42051, RPT1739
44.63502, 11.42048, RPT1740
44.63502, 11.42042, RPT1741
44.63409, 11.41995, RPT1742
44.63364, 11.41978, RPT1743
44.62990, 11.41764, RPT1744
44.61466, 11.40824, RPT1745
44.61449, 11.40867, RPT1746
44.60833, 11.40496, RPT1747
44.60827, 11.40511, RPT1748
44.60082, 11.40031, RPT1749
44.60033, 11.39999, RPT1750
44.60054, 11.39949, RPT1751
44.57381, 11.37573, RPT1752
44.57252, 11.37521, RPT1753
44.57246, 11.37549, RPT1754
44.57238, 11.37545, RPT1755
44.57234, 11.37562, RPT1756
44.55802, 11.36677, RPT1757
44.55149, 11.35671, RPT1758
44.54508, 11.35157, RPT1759
44.54227, 11.35009, RPT1760
44.53888, 11.34594, RPT1761
44.53874, 11.34587, RPT1762
44.53852, 11.34572, RPT1763
44.53269, 11.34269, RPT1764
44.52740, 11.33897, RPT1765
44.52519, 11.33739, RPT1766
44.52497, 11.33758, RPT1767
44.52321, 11.33660, RPT1768
44.52241, 11.33590, RPT1769
44.52140, 11.33525, RPT1770
44.52147, 11.33487, RPT1771
44.51923, 11.33412, RPT1772
44.51840, 11.33386, RPT1773
44.51730, 11.33329, RPT1774
44.51698, 11.33337, RPT1775
44.51696, 11.33337, RPT1776
44.51696, 11.33364, RPT1777
44.51479, 11.33392, RPT1778
44.51277, 11.33312, RPT1779
44.51163, 11.33155, RPT1780
44.51082, 11.32985, RPT1781
44.50979, 11.32927, RPT1782
44.50969, 11.32893, RPT1783
44.50647, 11.33072, RPT1784
44.50636, 11.33077, RPT1785
44.50618, 11.33069, RPT1786
44.50448, 11.32892, RPT1787
44.50430, 11.32879, RPT1788
44.50428, 11.32864, RPT1789
44.50421, 11.32861, RPT1790
44.50202, 11.32487, RPT1791
44.49800, 11.31950, RPT1792
44.49710, 11.31891, RPT1793
44.49707, 11.31901, RPT1794
44.49688, 11.31887, RPT1795
44.49687, 11.31879, RPT1796
44.49681, 11.31823, RPT1797
44.49663, 11.31734, RPT1798
44.49569, 11.31067, RPT1799
44.49366, 11.30487, RPT1800
44.49008, 11.29540, RPT1801
44.48991, 11.29549, RPT1802
44.48896, 11.29124, RPT1803
44.48462, 11.28746, RPT1804
44.48437, 11.28790, RPT1805
44.47812, 11.28496, RPT1806
44.47702, 11.28507, RPT1807
44.47702, 11.28502, RPT1808
44.47386, 11.28518, RPT1809
44.47195, 11.28519, RPT1810
44.47178, 11.28519, RPT1811
44.47169, 11.28461, RPT1812
44.47143, 11.28369, RPT1813
44.46247, 11.28695, RPT1814
44.46069, 11.28466, RPT1815
44.44545, 11.28313, RPT1816
44.44031, 11.28305, RPT1817
44.43077, 11.27900, RPT1818
44.41885, 11.27452, RPT1819
44.41881, 11.27298, RPT1820
44.41677, 11.27129, RPT1821
44.41653, 11.27148, RPT1822
44.41359, 11.27231, RPT1823
44.40493, 11.27402, RPT1824
44.39212, 11.25790, RPT1825
44.39579, 11.25484, RPT1826
44.39448, 11.24740, RPT1827
44.39193, 11.24620, RPT1828
44.39104, 11.24575, RPT1829
44.37035, 11.21758, RPT1830
44.36501, 11.21040, RPT1831
44.34598, 11.20472, RPT1832
44.34596, 11.20477, RPT1833
44.34472, 11.20640, RPT1834
44.34405, 11.20674, RPT1835
44.34412, 11.20775, RPT1836
44.33792, 11.21164, RPT1837
44.33094, 11.19134, RPT1838
44.33058, 11.19009, RPT1839
44.33038, 11.19000, RPT1840
44.32762, 11.18800, RPT1841
44.32143, 11.18364, RPT1842
44.31204, 11.16685, RPT1843
44.31280, 11.16473, RPT1844
44.30565, 11.16180, RPT1845
44.30112, 11.15741, RPT1846
44.30017, 11.15454, RPT1847
44.29968, 11.13349, RPT1848
44.29476, 11.11920, RPT1849
44.28756, 11.11571, RPT1850
44.28775, 11.11297, RPT1851
44.28717, 11.11221, RPT1852
44.28687, 11.11229, RPT1853
44.28486, 11.11432, RPT1854
44.28408, 11.11330, RPT1855
44.28365, 11.11260, RPT1856
44.28292, 11.11265, RPT1857
44.28138, 11.11230, RPT1858
44.28095, 11.11086, RPT1859
44.28108, 11.11032, RPT1860
44.28043, 11.11021, RPT1861
44.27425, 11.10877, RPT1862
44.25440, 11.10266, RPT1863
44.24916, 11.09654, RPT1864
44.24849, 11.09692, RPT1865
44.24685, 11.09319, RPT1866
44.24242, 11.08126, RPT1867
44.24050, 11.07204, RPT1868
44.23775, 11.07009, RPT1869
44.23746, 11.07018, RPT1870
44.23068, 11.05592, RPT1871
44.22921, 11.05574, RPT1872
44.22726, 11.05867, RPT1873
44.22334, 11.05848, RPT1874
44.20447, 11.05758, RPT1875
44.17900, 11.05657, RPT1876
44.17372, 11.05251, RPT1877
44.17276, 11.05222, RPT1878
44.16220, 11.04725, RPT1879
44.14170, 11.03915, RPT1880
44.13426, 11.03892, RPT1881
44.11957, 11.03480, RPT1882
44.11914, 11.02854, RPT1883
44.11873, 11.02812, RPT1884
44.10052, 11.04420, RPT1885
44.09256, 11.04536, RPT1886
44.08502, 11.04475, RPT1887
44.07938, 11.04924, RPT1888
44.07350, 11.05186, RPT1889
44.05807, 11.04831, RPT1890
44.05384, 11.04421, RPT1891
44.05047, 11.04494, RPT1892
44.05046, 11.04492, RPT1893
44.04854, 11.04346, RPT1894
44.03605, 11.03986, RPT1895
44.02088, 11.03254, RPT1896
44.00881, 11.01584, RPT1897
44.00846, 11.01559, RPT1898
44.00549, 11.01113, RPT1899
43.98778, 11.01612, RPT1900
43.98516, 11.01985, RPT1901
43.98073, 11.02347, RPT1902
43.97164, 11.02451, RPT1903
43.97006, 11.02840, RPT1904
43.96737, 11.03015, RPT1905
43.96700, 11.03004, RPT1906
43.96425, 11.03104, RPT1907
43.96324, 11.03132, RPT1908
43.96320, 11.03132, RPT1909
43.95268, 11.03516, RPT1910
43.95108, 11.03582, RPT1911
43.93651, 11.02542, RPT1912
43.93167, 11.02394, RPT1913
43.92957, 11.03214, RPT1914
43.92946, 11.03224, RPT1915
43.92695, 11.03686, RPT1916
43.92388, 11.04456, RPT1917
43.92380, 11.04450, RPT1918
43.91006, 11.06690, RPT1919
43.90116, 11.07569, RPT1920
43.90009, 11.07364, RPT1921
43.90000, 11.07332, RPT1922
43.89951, 11.07359, RPT1923
43.89687, 11.07817, RPT1924
43.89684, 11.07815, RPT1925
43.89652, 11.07878, RPT1926
43.89579, 11.07976, RPT1927
43.89285, 11.08498, RPT1928
43.88819, 11.09021, RPT1929
43.88824, 11.09027, RPT1930
43.88596, 11.09426, RPT1931
43.88656, 11.09485, RPT1932
43.88579, 11.09705, RPT1933
43.88539, 11.09711, RPT1934
43.88500, 11.09713, RPT1935
43.88462, 11.09726, RPT1936
43.88394, 11.09749, RPT1937
43.88299, 11.09696, RPT1938
43.88241, 11.09653, RPT1939
43.88224, 11.09705, RPT1940
43.88186, 11.09695, RPT1941
43.88136, 11.09672, RPT1942
43.88106, 11.09736, RPT1943
43.88094, 11.09732, RPT1944
43.88050, 11.09819, RPT1945
43.88013, 11.09789, RPT1946
43.87948, 11.09951, RPT1947
43.87807, 11.10134, RPT1948
43.87755, 11.10329, RPT1949
43.87748, 11.10331, RPT1950
43.87730, 11.10634, RPT1951
43.87506, 11.10740, RPT1952
43.86751, 11.11730, RPT1953
43.86341, 11.11911, RPT1954
43.86367, 11.11944, RPT1955
43.85736, 11.12314, RPT1956
43.85254, 11.12397, RPT1957
43.84876, 11.13281, RPT1958
43.84056, 11.13213, RPT1959
43.84013, 11.13305, RPT1960
43.83753, 11.13181, RPT1961
43.83374, 11.13198, RPT1962
43.83329, 11.13202, RPT1963
43.83222, 11.13454, RPT1964
43.83124, 11.13611, RPT1965
43.83060, 11.13590, RPT1966
43.82619, 11.14279, RPT1967
43.82615, 11.14273, RPT1968
43.82473, 11.14381, RPT1969
43.82465, 11.14392, RPT1970
43.81635, 11.15279, RPT1971
43.81576, 11.15240, RPT1972
43.81554, 11.15319, RPT1973
43.81535, 11.15351, RPT1974
43.81202, 11.15824, RPT1975
43.81196, 11.15822, RPT1976
43.80657, 11.17782, RPT1977
43.80641, 11.17775, RPT1978
43.80382, 11.18414, RPT1979
43.80258, 11.18791, RPT1980
43.80241, 11.18807, RPT1981
43.79919, 11.18853, RPT1982
43.79902, 11.19194, RPT1983
43.79757, 11.19072, RPT1984
43.79596, 11.19216, RPT1985
43.79650, 11.19471, RPT1986
43.79613, 11.19496, RPT1987
43.79609, 11.19507, RPT1988
43.79480, 11.19598, RPT1989
43.79473, 11.19542, RPT1990
43.79358, 11.19552, RPT1991
43.79350, 11.19572, RPT1992
43.79252, 11.19465, RPT1993
43.79110, 11.19462, RPT1994
43.79101, 11.19463, RPT1995
43.79107, 11.19730, RPT1996
43.79107, 11.19853, RPT1997
43.79058, 11.19853, RPT1998
43.79049, 11.19873, RPT1999
43.79022, 11.19848, RPT2000
43.78112, 11.21776, RPT2001
43.77570, 11.23441, RPT2002
43.77553, 11.23469, RPT2003
43.77555, 11.23476, RPT2004
43.77497, 11.23635, RPT2005
43.77088, 11.24748, RPT2006
43.77072, 11.24786, RPT2007
43.76948, 11.25061, RPT2008
43.76950, 11.25062, RPT2009
43.76948, 11.25066, RPT2010
43.76849, 11.25342, RPT2011
43.76846, 11.25340, RPT2012
43.76844, 11.25345, RPT2013
43.76753, 11.25278, RPT2014
43.76739, 11.25267, RPT2015
43.76737, 11.25264, RPT2016
43.76463, 11.26733, RPT2017
43.76436, 11.26944, RPT2018
43.76423, 11.27021, RPT2019
43.76368, 11.27163, RPT2020
43.76355, 11.27213, RPT2021
43.76345, 11.28127, RPT2022
43.76351, 11.28167, RPT2023
43.76374, 11.28147, RPT2024
43.76433, 11.28357, RPT2025
43.76457, 11.28355, RPT2026
43.76504, 11.28734, RPT2027
43.76511, 11.28797, RPT2028
43.76564, 11.29247, RPT2029
43.76346, 11.30143, RPT2030
43.76329, 11.30247, RPT2031
43.76299, 11.30400, RPT2032
43.76185, 11.31155, RPT2033
43.76184, 11.31233, RPT2034
43.76224, 11.31974, RPT2035
43.76290, 11.32671, RPT2036
43.76417, 11.32932, RPT2037
43.76271, 11.33432, RPT2038
43.76243, 11.33488, RPT2039
43.77228, 11.36192, RPT2040
43.77705, 11.36371, RPT2041
43.77567, 11.40980, RPT2042
43.77423, 11.41204, RPT2043
43.77416, 11.41241, RPT2044
43.76505, 11.42603, RPT2045
43.75878, 11.43376, RPT2046
43.75981, 11.43665, RPT2047
43.75906, 11.44678, RPT2048
43.74886, 11.44942, RPT2049
43.74684, 11.44756, RPT2050
43.73148, 11.43947, RPT2051
43.73004, 11.43691, RPT2052
43.72778, 11.43947, RPT2053
43.72685, 11.44059, RPT2054
43.72678, 11.44095, RPT2055
43.72263, 11.45242, RPT2056
43.72263, 11.45268, RPT2057
43.72258, 11.45359, RPT2058
43.72140, 11.45314, RPT2059
43.72199, 11.45403, RPT2060
43.72186, 11.45417, RPT2061
43.69095, 11.45231, RPT2062
43.69056, 11.45242, RPT2063
43.68004, 11.44472, RPT2064
43.67207, 11.44945, RPT2065
43.66220, 11.44911, RPT2066
43.65913, 11.44842, RPT2067
43.65917, 11.44894, RPT2068
43.65918, 11.45049, RPT2069
43.65906, 11.45045, RPT2070
43.65895, 11.45080, RPT2071
43.65356, 11.45101, RPT2072
43.64931, 11.45105, RPT2073
43.64815, 11.45083, RPT2074
43.64446, 11.45181, RPT2075
43.64441, 11.45147, RPT2076
43.64252, 11.45237, RPT2077
43.64219, 11.45239, RPT2078
43.64204, 11.45197, RPT2079
43.64196, 11.45216, RPT2080
43.64173, 11.45230, RPT2081
43.64136, 11.45278, RPT2082
43.62515, 11.46465, RPT2083
43.62508, 11.46488, RPT2084
43.62505, 11.46486, RPT2085
43.62423, 11.46676, RPT2086
43.62426, 11.46677, RPT2087
43.62429, 11.46683, RPT2088
43.62557, 11.46757, RPT2089
43.62575, 11.46782, RPT2090
43.62285, 11.47806, RPT2091
43.62261, 11.47859, RPT2092
43.62250, 11.47887, RPT2093
43.61244, 11.48742, RPT2094
43.61188, 11.48670, RPT2095
43.61176, 11.48712, RPT2096
43.57829, 11.52302, RPT2097
43.57794, 11.52306, RPT2098
43.57305, 11.52292, RPT2099
43.57280, 11.52293, RPT2100
43.55242, 11.54134, RPT2101
43.54958, 11.54389, RPT2102
43.54936, 11.54392, RPT2103
43.54912, 11.54434, RPT2104
43.54519, 11.54783, RPT2105
43.54492, 11.54794, RPT2106
43.53883, 11.55400, RPT2107
43.53865, 11.55415, RPT2108
43.53099, 11.56040, RPT2109
43.53079, 11.56054, RPT2110
43.52891, 11.56224, RPT2111
43.52143, 11.56886, RPT2112
43.52174, 11.56923, RPT2113
43.52176, 11.56941, RPT2114
43.52167, 11.56981, RPT2115
43.52090, 11.57237, RPT2116
43.50691, 11.60367, RPT2117
43.50695, 11.60370, RPT2118
43.50310, 11.61230, RPT2119
43.50302, 11.61219, RPT2120
43.49742, 11.62067, RPT2121
43.49285, 11.63112, RPT2122
43.49330, 11.63202, RPT2123
43.48470, 11.64531, RPT2124
43.48146, 11.65536, RPT2125
43.48143, 11.65612, RPT2126
43.48027, 11.65568, RPT2127
43.48094, 11.67124, RPT2128
43.47951, 11.67453, RPT2129
43.47900, 11.67704, RPT2130
43.47193, 11.68632, RPT2131
43.47065, 11.68584, RPT2132
43.47031, 11.68617, RPT2133
43.47033, 11.68621, RPT2134
43.46504, 11.68592, RPT2135
43.46052, 11.68651, RPT2136
43.46014, 11.68740, RPT2137
43.44818, 11.70572, RPT2138
43.44477, 11.70797, RPT2139
43.42856, 11.73542, RPT2140
43.42340, 11.74414, RPT2141
43.42213, 11.74511, RPT2142
43.42041, 11.74333, RPT2143
43.41076, 11.74246, RPT2144
43.40957, 11.74874, RPT2145
43.38943, 11.75548, RPT2146
43.38916, 11.75535, RPT2147
43.38899, 11.75562, RPT2148
43.39003, 11.75940, RPT2149
43.38073, 11.77314, RPT2150
43.37920, 11.77776, RPT2151
43.37786, 11.78175, RPT2152
43.37541, 11.78657, RPT2153
43.37411, 11.79287, RPT2154
43.37416, 11.79458, RPT2155
43.36947, 11.79698, RPT2156
43.36758, 11.79886, RPT2157
43.36749, 11.79886, RPT2158
43.36658, 11.80525, RPT2159
43.36541, 11.80522, RPT2160
43.36538, 11.80718, RPT2161
43.35940, 11.80775, RPT2162
43.35510, 11.81003, RPT2163
43.35427, 11.80983, RPT2164
43.35232, 11.81069, RPT2165
43.35075, 11.81105, RPT2166
43.35220, 11.82641, RPT2167
43.32026, 11.83566, RPT2168
43.32048, 11.83647, RPT2169
43.26141, 11.84004, RPT2170
43.26141, 11.83923, RPT2171
43.23488, 11.83557, RPT2172
43.23416, 11.83696, RPT2173
43.23255, 11.83955, RPT2174
43.23138, 11.84001, RPT2175
43.16225, 11.88248, RPT2176
43.16169, 11.88165, RPT2177
43.14450, 11.89527, RPT2178
43.14433, 11.89476, RPT2179
43.09805, 11.91693, RPT2180
43.08615, 11.90424, RPT2181
43.08427, 11.90846, RPT2182
43.07301, 11.91635, RPT2183
43.07062, 11.92010, RPT2184
43.07332, 11.92454, RPT2185
43.05420, 11.93874, RPT2186
43.05397, 11.93847, RPT2187
43.05117, 11.95657, RPT2188
43.05066, 11.95693, RPT2189
43.04866, 11.95988, RPT2190
43.04799, 11.95873, RPT2191
43.04561, 11.96149, RPT2192
43.04001, 11.96116, RPT2193
43.03239, 11.96433, RPT2194
43.03060, 11.96817, RPT2195
43.02799, 11.96736, RPT2196
43.01166, 11.96092, RPT2197
43.01155, 11.96120, RPT2198
43.00686, 11.95789, RPT2199
43.00390, 11.95788, RPT2200
43.00386, 11.95807, RPT2201
43.00334, 11.96019, RPT2202
42.98997, 11.95898, RPT2203
42.96870, 11.96334, RPT2204
42.95785, 11.96663, RPT2205
42.94659, 11.96777, RPT2206
42.93300, 11.97260, RPT2207
42.93219, 11.97290, RPT2208
42.93268, 11.97429, RPT2209
42.93193, 11.97501, RPT2210
42.93181, 11.97508, RPT2211
42.92637, 11.97786, RPT2212
42.91647, 11.98947, RPT2213
42.91142, 12.00047, RPT2214
42.91439, 12.00318, RPT2215
42.90991, 12.02024, RPT2216
42.90031, 12.03031, RPT2217
42.89965, 12.03319, RPT2218
42.89342, 12.03643, RPT2219
42.87701, 12.04385, RPT2220
42.87687, 12.04368, RPT2221
42.86472, 12.05021, RPT2222
42.83809, 12.06566, RPT2223
42.83721, 12.06567, RPT2224
42.82977, 12.06845, RPT2225
42.82786, 12.06867, RPT2226
42.82551, 12.07477, RPT2227
42.82376, 12.07363, RPT2228
42.80295, 12.06157, RPT2229
42.79729, 12.05876, RPT2230
42.78399, 12.03818, RPT2231
42.78315, 12.03725, RPT2232
42.78319, 12.03680, RPT2233
42.76820, 12.03511, RPT2234
42.74039, 12.07500, RPT2235
42.72695, 12.09403, RPT2236
42.72572, 12.09528, RPT2237
42.72600, 12.09544, RPT2238
42.72620, 12.09564, RPT2239
42.72748, 12.09737, RPT2240
42.72979, 12.10597, RPT2241
42.72782, 12.11210, RPT2242
42.72797, 12.11669, RPT2243
42.72255, 12.12707, RPT2244
42.72239, 12.12786, RPT2245
42.72167, 12.12910, RPT2246
42.72209, 12.13112, RPT2247
42.72136, 12.13331, RPT2248
42.72160, 12.13392, RPT2249
42.71822, 12.14080, RPT2250
42.71801, 12.14117, RPT2251
42.71486, 12.14634, RPT2252
42.69251, 12.19788, RPT2253
42.68130, 12.21375, RPT2254
42.67296, 12.21605, RPT2255
42.66013, 12.22388, RPT2256
42.65274, 12.23422, RPT2257
42.61765, 12.25612, RPT2258
42.58923, 12.26116, RPT2259
42.58656, 12.26100, RPT2260
42.56366, 12.27011, RPT2261
42.56340, 12.27049, RPT2262
42.56302, 12.27113, RPT2263
42.56001, 12.27671, RPT2264
42.55657, 12.27718, RPT2265
42.52053, 12.29416, RPT2266
42.51877, 12.29345, RPT2267
42.51642, 12.29201, RPT2268
42.51514, 12.28958, RPT2269
42.51478, 12.28954, RPT2270
42.51432, 12.28941, RPT2271
42.51393, 12.28972, RPT2272
42.51009, 12.29470, RPT2273
42.51009, 12.29475, RPT2274
42.50988, 12.29478, RPT2275
42.50404, 12.27421, RPT2276
42.49585, 12.27611, RPT2277
42.49579, 12.27597, RPT2278
42.49502, 12.27787, RPT2279
42.49585, 12.27889, RPT2280
42.48734, 12.28386, RPT2281
42.48309, 12.28584, RPT2282
42.48044, 12.29186, RPT2283
42.46551, 12.30244, RPT2284
42.46516, 12.30147, RPT2285
42.46400, 12.30435, RPT2286
42.46357, 12.30358, RPT2287
42.46025, 12.30813, RPT2288
42.45510, 12.30788, RPT2289
42.45148, 12.30709, RPT2290
42.44843, 12.30141, RPT2291
42.44593, 12.30096, RPT2292
42.44029, 12.29738, RPT2293
42.42666, 12.28904, RPT2294
42.41316, 12.28659, RPT2295
42.40393, 12.29268, RPT2296
42.39447, 12.28694, RPT2297
42.39092, 12.28680, RPT2298
42.38840, 12.28541, RPT2299
42.38591, 12.28283, RPT2300
42.38456, 12.28056, RPT2301
42.38413, 12.28082, RPT2302
42.38474, 12.28302, RPT2303
42.38475, 12.28553, RPT2304
42.38194, 12.29051, RPT2305
42.38172, 12.29108, RPT2306
42.38179, 12.29223, RPT2307
42.35431, 12.34633, RPT2308
42.35357, 12.34686, RPT2309
42.34536, 12.35492, RPT2310
42.34538, 12.35581, RPT2311
42.34540, 12.35608, RPT2312
42.34277, 12.36805, RPT2313
42.31807, 12.38606, RPT2314
42.30305, 12.40310, RPT2315
42.30220, 12.40397, RPT2316
42.30200, 12.40426, RPT2317
42.29886, 12.41024, RPT2318
42.29878, 12.41024, RPT2319
42.29877, 12.41034, RPT2320
42.29626, 12.41399, RPT2321
42.29620, 12.41410, RPT2322
42.29604, 12.41424, RPT2323
42.29506, 12.41394, RPT2324
42.28912, 12.41414, RPT2325
42.28929, 12.41567, RPT2326
42.28962, 12.41867, RPT2327
42.29288, 12.42817, RPT2328
42.26172, 12.45790, RPT2329
42.22762, 12.44576, RPT2330
42.22615, 12.44308, RPT2331
42.22506, 12.44386, RPT2332
42.22492, 12.44351, RPT2333
42.22011, 12.43277, RPT2334
42.21959, 12.42963, RPT2335
42.21853, 12.42709, RPT2336
42.21841, 12.42684, RPT2337
42.21456, 12.42837, RPT2338
42.18967, 12.43421, RPT2339
42.16001, 12.43720, RPT2340
42.15961, 12.43639, RPT2341
42.13570, 12.43315, RPT2342
42.13165, 12.44529, RPT2343
42.11203, 12.44528, RPT2344
42.10705, 12.44649, RPT2345
42.10580, 12.44637, RPT2346
42.10578, 12.44564, RPT2347
42.10537, 12.44624, RPT2348
42.10524, 12.44629, RPT2349
42.10181, 12.44694, RPT2350
42.09614, 12.44651, RPT2351
42.01082, 12.47782, RPT2352
42.00255, 12.48439, RPT2353
42.00243, 12.48482, RPT2354
42.00121, 12.48433, RPT2355
42.00061, 12.48405, RPT2356
41.99868, 12.49359, RPT2357
41.99874, 12.49410, RPT2358
41.99876, 12.49432, RPT2359
41.99828, 12.49631, RPT2360
41.98817, 12.49422, RPT2361
41.98815, 12.49468, RPT2362
41.98771, 12.49482, RPT2363
41.98578, 12.49503, RPT2364
41.98672, 12.49801, RPT2365
41.95638, 12.48778, RPT2366
41.94348, 12.49641, RPT2367
41.94137, 12.48424, RPT2368
41.93970, 12.48413, RPT2369
41.93666, 12.48054, RPT2370
41.93644, 12.46710, RPT2371
41.93641, 12.46691, RPT2372
41.93652, 12.46676, RPT2373
41.93642, 12.46612, RPT2374
41.93130, 12.45981, RPT2375
41.93132, 12.45977, RPT2376
41.92776, 12.45843, RPT2377
41.92416, 12.45878, RPT2378
41.92113, 12.46801, RPT2379
41.91364, 12.47022, RPT2380
41.90472, 12.47350, RPT2381
41.90459, 12.47334, RPT2382
41.90364, 12.47203, RPT2383
41.90187, 12.47178, RPT2384
41.90044, 12.47269, RPT2385
41.90022, 12.47381, RPT2386
41.89651, 12.47422, RPT2387
41.89625, 12.47603, RPT2388
41.89594, 12.47742, RPT2389
41.89596, 12.47848, RPT2390
41.89404, 12.48152, RPT2391
41.89376, 12.48183, RPT2392
41.89370, 12.48183, RPT2393
41.89320, 12.48237, RPT2394
41.89328, 12.48248, RPT2395
41.89345, 12.48265, RPT2396
41.89331, 12.48292, RPT2397
